id,displayable_name,type,name,state,country
2351708,"Accord, NY",Town,Accord,NY,US
2351910,"Adams Center, NY",Town,Adams Center,NY,US
2352490,"Akron, NY",Town,Akron,NY,US
2353035,"Alexandria Bay, NY",Town,Alexandria Bay,NY,US
2353076,"Alfred, NY",Town,Alfred,NY,US
2353082,"Alfred Station, NY",Town,Alfred Station,NY,US
2353868,"Altamont, NY",Town,Altamont,NY,US
2354083,"Amagansett, NY",Town,Amagansett,NY,US
2354240,"Amenia, NY",Town,Amenia,NY,US
2354524,"Ancram, NY",Town,Ancram,NY,US
2354729,"Angelica, NY",Town,Angelica,NY,US
2354774,"Angola, NY",Town,Angola,NY,US
2354871,"Annandale-on-Hudson, NY",Town,Annandale-on-Hudson,NY,US
2355318,"Appleton, NY",Town,Appleton,NY,US
2355505,"Arcade, NY",Town,Arcade,NY,US
2355783,"Argyle, NY",Town,Argyle,NY,US
2355866,"Arkville, NY",Town,Arkville,NY,US
2355868,"Arkwright, NY",Town,Arkwright,NY,US
2356022,"Amawalk, NY",Town,Amawalk,NY,US
2356055,"Armonk, NY",Town,Armonk,NY,US
2357110,"Atlantic Beach, NY",Town,Atlantic Beach,NY,US
2357171,"Attica, NY",Town,Attica,NY,US
2357740,"Averill Park, NY",Town,Averill Park,NY,US
2357840,"Avon, NY",Town,Avon,NY,US
2358399,"Baiting Hollow, NY",Town,Baiting Hollow,NY,US
2358662,"Baldwinsville, NY",Town,Baldwinsville,NY,US
2359246,"Barker, NY",Town,Barker,NY,US
2359624,"Barrytown, NY",Town,Barrytown,NY,US
2359707,"Barton, NY",Town,Barton,NY,US
2359974,"Bath, NY",Town,Bath,NY,US
2360388,"Bayport, NY",Town,Bayport,NY,US
2360471,"Bayville, NY",Town,Bayville,NY,US
2361170,"Bedford, NY",Town,Bedford,NY,US
2361190,"Bedford Hills, NY",Town,Bedford Hills,NY,US
2362078,"Bellport, NY",Town,Bellport,NY,US
2362234,"Belmont, NY",Town,Belmont,NY,US
2362428,"Bemus Point, NY",Town,Bemus Point,NY,US
2362981,"Berkshire, NY",Town,Berkshire,NY,US
2363015,"Berlin, NY",Town,Berlin,NY,US
2365606,"Bloomingburg, NY",Town,Bloomingburg,NY,US
2365855,"Blue Point, NY",Town,Blue Point,NY,US
2366317,"Bohemia, NY",Town,Bohemia,NY,US
2366439,"Bolivar, NY",Town,Bolivar,NY,US
2366903,"Boonville, NY",Town,Boonville,NY,US
2368656,"Brewerton, NY",Town,Brewerton,NY,US
2368728,"Briarcliff Manor, NY",Town,Briarcliff Manor,NY,US
2368888,"Bridgehampton, NY",Town,Bridgehampton,NY,US
2368917,"Bridgeport, NY",Town,Bridgeport,NY,US
2369629,"Brockport, NY",Town,Brockport,NY,US
2369745,"Bronxville, NY",Town,Bronxville,NY,US
2369865,"Brookhaven, NY",Town,Brookhaven,NY,US
2370811,"Brushton, NY",Town,Brushton,NY,US
2372059,"Burlington, NY",Town,Burlington,NY,US
2373205,"Caledonia, NY",Town,Caledonia,NY,US
2373616,"Camden, NY",Town,Camden,NY,US
2374033,"Campbell Hall, NY",Town,Campbell Hall,NY,US
2374143,"Canaan, NY",Town,Canaan,NY,US
2374201,"Canandaigua, NY",Town,Canandaigua,NY,US
2374292,"Caneadea, NY",Town,Caneadea,NY,US
2374509,"Canton, NY",Town,Canton,NY,US
2375729,"Carthage, NY",Town,Carthage,NY,US
2376334,"Cato, NY",Town,Cato,NY,US
2376374,"Cattaraugus, NY",Town,Cattaraugus,NY,US
2376518,"Cazenovia, NY",Town,Cazenovia,NY,US
2377285,"Center Moriches, NY",Town,Center Moriches,NY,US
2377370,"Centerport, NY",Town,Centerport,NY,US
2377627,"Central Square, NY",Town,Central Square,NY,US
2377631,"Central Valley, NY",Town,Central Valley,NY,US
2377965,"Champlain, NY",Town,Champlain,NY,US
2378503,"Charlton, NY",Town,Charlton,NY,US
2378735,"Chautauqua, NY",Town,Chautauqua,NY,US
2378859,"Chenango Bridge, NY",Town,Chenango Bridge,NY,US
2378860,"Chenango Forks, NY",Town,Chenango Forks,NY,US
2379275,"Chester, NY",Town,Chester,NY,US
2379468,"Chestnut Ridge, NY",Town,Chestnut Ridge,NY,US
2379958,"Chittenango, NY",Town,Chittenango,NY,US
2380975,"Clay, NY",Town,Clay,NY,US
2381088,"Clayton, NY",Town,Clayton,NY,US
2381427,"Clermont, NY",Town,Clermont,NY,US
2381675,"Clifton Springs, NY",Town,Clifton Springs,NY,US
2381801,"Clinton Corners, NY",Town,Clinton Corners,NY,US
2382706,"Cold Brook, NY",Town,Cold Brook,NY,US
2382728,"Cold Spring, NY",Town,Cold Spring,NY,US
2382743,"Cold Spring, NY",Town,Cold Spring,NY,US
2383397,"Colonie, NY",Town,Colonie,NY,US
2384147,"Congers, NY",Town,Congers,NY,US
2384182,"Conklin, NY",Town,Conklin,NY,US
2384327,"Constantia, NY",Town,Constantia,NY,US
2384686,"Cooperstown Junction, NY",Town,Cooperstown Junction,NY,US
2385060,"Corinth, NY",Town,Corinth,NY,US
2385369,"Cortland, NY",Town,Cortland,NY,US
2385389,"Cornwall on Hudson, NY",Town,Cornwall on Hudson,NY,US
2386558,"Cragsmoor, NY",Town,Cragsmoor,NY,US
2387568,"Cross River, NY",Town,Cross River,NY,US
2387743,"Croton Hudson, NY",Town,Croton Hudson,NY,US
2388097,"Cuddebackville, NY",Town,Cuddebackville,NY,US
2388528,"Cutchogue, NY",Town,Cutchogue,NY,US
2389975,"De Lancey, NY",Town,De Lancey,NY,US
2390424,"Deer Park, NY",Town,Deer Park,NY,US
2390800,"Delevan, NY",Town,Delevan,NY,US
2390818,"Delhi, NY",Town,Delhi,NY,US
2390902,"Delmar, NY",Town,Delmar,NY,US
2391359,"Deposit, NY",Town,Deposit,NY,US
2392446,"Dobbs Ferry, NY",Town,Dobbs Ferry,NY,US
2393651,"Dresden, NY",Town,Dresden,NY,US
2393903,"Dryden, NY",Town,Dryden,NY,US
2394461,"Dunkirk, NY",Town,Dunkirk,NY,US
2395007,"Eagle Bay, NY",Town,Eagle Bay,NY,US
2395285,"East Amherst, NY",Town,East Amherst,NY,US
2395300,"East Aurora, NY",Town,East Aurora,NY,US
2395348,"East Bloomfield, NY",Town,East Bloomfield,NY,US
2395695,"East Herkimer, NY",Town,East Herkimer,NY,US
2395880,"East Masonville, NY",Town,East Masonville,NY,US
2395891,"East Meredith, NY",Town,East Meredith,NY,US
2395925,"East Moriches, NY",Town,East Moriches,NY,US
2395992,"East Palmyra, NY",Town,East Palmyra,NY,US
2396010,"East Patchogue, NY",Town,East Patchogue,NY,US
2396075,"East Quogue, NY",Town,East Quogue,NY,US
2396111,"East Rockaway, NY",Town,East Rockaway,NY,US
2396559,"Eastport, NY",Town,Eastport,NY,US
2397415,"Edmeston, NY",Town,Edmeston,NY,US
2398158,"Eldred, NY",Town,Eldred,NY,US
2398623,"Ellenville, NY",Town,Ellenville,NY,US
2398665,"Ellicottville, NY",Town,Ellicottville,NY,US
2399048,"Elmsford, NY",Town,Elmsford,NY,US
2399608,"Endwell, NY",Town,Endwell,NY,US
2399619,"Enfield, NY",Town,Enfield,NY,US
2400084,"Erin, NY",Town,Erin,NY,US
2400219,"Esopus, NY",Town,Esopus,NY,US
2400229,"Esperance, NY",Town,Esperance,NY,US
2401661,"Fairport, NY",Town,Fairport,NY,US
2402064,"Falconer, NY",Town,Falconer,NY,US
2402171,"Fallsburg, NY",Town,Fallsburg,NY,US
2402495,"Farmingville, NY",Town,Farmingville,NY,US
2403068,"Ferndale, NY",Town,Ferndale,NY,US
2404078,"Flanders, NY",Town,Flanders,NY,US
2404567,"Florida, NY",Town,Florida,NY,US
2404664,"Floyd, NY",Town,Floyd,NY,US
2404832,"Fonda, NY",Town,Fonda,NY,US
2405680,"Fort Edward, NY",Town,Fort Edward,NY,US
2405904,"Fort Plain, NY",Town,Fort Plain,NY,US
2406901,"Frankfort, NY",Town,Frankfort,NY,US
2408160,"Fultonville, NY",Town,Fultonville,NY,US
2408670,"Gansevoort, NY",Town,Gansevoort,NY,US
2409024,"Garnerville, NY",Town,Garnerville,NY,US
2409094,"Garrison, NY",Town,Garrison,NY,US
2409473,"Geneseo, NY",Town,Geneseo,NY,US
2410167,"Gilboa, NY",Town,Gilboa,NY,US
2410217,"Gilgo Beach, NY",Town,Gilgo Beach,NY,US
2410827,"Glen Head, NY",Town,Glen Head,NY,US
2410925,"Glen Wild, NY",Town,Glen Wild,NY,US
2411156,"Glenfield, NY",Town,Glenfield,NY,US
2411349,"Glenville, NY",Town,Glenville,NY,US
2411841,"Goldens Bridge, NY",Town,Goldens Bridge,NY,US
2413205,"Granville, NY",Town,Granville,NY,US
2414309,"Greenfield Center, NY",Town,Greenfield Center,NY,US
2414383,"Greenlawn, NY",Town,Greenlawn,NY,US
2414425,"Greenport, NY",Town,Greenport,NY,US
2414563,"Greenville, NY",Town,Greenville,NY,US
2414564,"Greenville, NY",Town,Greenville,NY,US
2414794,"Greenwood Lake, NY",Town,Greenwood Lake,NY,US
2415222,"Groton, NY",Town,Groton,NY,US
2415479,"Guilderland, NY",Town,Guilderland,NY,US
2416048,"Hague, NY",Town,Hague,NY,US
2416511,"Hamburg, NY",Town,Hamburg,NY,US
2416536,"Hamden, NY",Town,Hamden,NY,US
2416596,"Hamilton, NY",Town,Hamilton,NY,US
2416685,"Hamlin, NY",Town,Hamlin,NY,US
2416768,"Hammondsport, NY",Town,Hammondsport,NY,US
2416857,"Hampton Bays, NY",Town,Hampton Bays,NY,US
2416952,"Hancock, NY",Town,Hancock,NY,US
2418394,"Hartwick, NY",Town,Hartwick,NY,US
2418714,"Hauppauge, NY",Town,Hauppauge,NY,US
2418793,"Haverstraw, NY",Town,Haverstraw,NY,US
2418942,"Hawthorne, NY",Town,Hawthorne,NY,US
2419594,"Hector, NY",Town,Hector,NY,US
2419908,"Hempstead, NY",Town,Hempstead,NY,US
2420067,"Henrietta, NY",Town,Henrietta,NY,US
2420437,"Herricks, NY",Town,Herricks,NY,US
2420954,"Hicksville, NY",Town,Hicksville,NY,US
2421354,"Highland, NY",Town,Highland,NY,US
2421424,"Highland Falls, NY",Town,Highland Falls,NY,US
2421462,"Highland Lake, NY",Town,Highland Lake,NY,US
2421475,"Highland Mills, NY",Town,Highland Mills,NY,US
2422122,"Hillsdale, NY",Town,Hillsdale,NY,US
2422362,"Hilton, NY",Town,Hilton,NY,US
2422671,"Hoboken, NY",Town,Hoboken,NY,US
2423083,"Holland, NY",Town,Holland,NY,US
2423624,"Holtsville, NY",Town,Holtsville,NY,US
2423722,"Homer, NY",Town,Homer,NY,US
2423862,"Honeoye Falls, NY",Town,Honeoye Falls,NY,US
2424443,"Hornell, NY",Town,Hornell,NY,US
2424702,"Houghton, NY",Town,Houghton,NY,US
2425183,"Hubbardsville, NY",Town,Hubbardsville,NY,US
2425428,"Huguenot, NY",Town,Huguenot,NY,US
2425916,"Huntington Station, NY",Town,Huntington Station,NY,US
2426310,"Hyde Park, NY",Town,Hyde Park,NY,US
2427266,"Inlet, NY",Town,Inlet,NY,US
2427600,"Irondequoit, NY",Town,Irondequoit,NY,US
2427684,"Irving, NY",Town,Irving,NY,US
2427721,"Irvington, NY",Town,Irvington,NY,US
2427900,"Islip, NY",Town,Islip,NY,US
2428527,"Jamesport, NY",Town,Jamesport,NY,US
2428599,"Jamesville, NY",Town,Jamesville,NY,US
2428750,"Jay, NY",Town,Jay,NY,US
2429678,"Johnstown, NY",Town,Johnstown,NY,US
2429982,"Jordan, NY",Town,Jordan,NY,US
2430031,"Jordanville, NY",Town,Jordanville,NY,US
2432007,"Keuka Park, NY",Town,Keuka Park,NY,US
2432458,"Kinderhook, NY",Town,Kinderhook,NY,US
2432655,"Kings Park, NY",Town,Kings Park,NY,US
2433970,"Krumville, NY",Town,Krumville,NY,US
2434432,"Lackawanna, NY",Town,Lackawanna,NY,US
2434631,"Lagrangeville, NY",Town,Lagrangeville,NY,US
2434921,"Lake George, NY",Town,Lake George,NY,US
2434925,"Lake Grove, NY",Town,Lake Grove,NY,US
2435014,"Lake Luzerne, NY",Town,Lake Luzerne,NY,US
2435126,"Lake Ronkonkoma, NY",Town,Lake Ronkonkoma,NY,US
2435181,"Lake Success, NY",Town,Lake Success,NY,US
2436069,"Lancaster, NY",Town,Lancaster,NY,US
2436447,"Lansing, NY",Town,Lansing,NY,US
2436811,"Latham, NY",Town,Latham,NY,US
2436875,"Lattingtown, NY",Town,Lattingtown,NY,US
2437132,"Laurens, NY",Town,Laurens,NY,US
2437843,"Leeds, NY",Town,Leeds,NY,US
2438718,"Lewisboro, NY",Town,Lewisboro,NY,US
2439737,"Lindley, NY",Town,Lindley,NY,US
2440560,"Liverpool, NY",Town,Liverpool,NY,US
2440594,"Livingston Manor, NY",Town,Livingston Manor,NY,US
2440734,"Loch Sheldrake, NY",Town,Loch Sheldrake,NY,US
2442750,"Lowville, NY",Town,Lowville,NY,US
2443548,"Lyons, NY",Town,Lyons,NY,US
2443585,"Lysander, NY",Town,Lysander,NY,US
2443672,"Macedon, NY",Town,Macedon,NY,US
2444325,"Maine, NY",Town,Maine,NY,US
2444448,"Malden Bridge, NY",Town,Malden Bridge,NY,US
2444576,"Malverne, NY",Town,Malverne,NY,US
2444579,"Mamaroneck, NY",Town,Mamaroneck,NY,US
2444758,"Manhasset, NY",Town,Manhasset,NY,US
2445442,"Marathon, NY",Town,Marathon,NY,US
2445515,"Marcellus, NY",Town,Marcellus,NY,US
2445601,"Margaretville, NY",Town,Margaretville,NY,US
2445753,"Marion, NY",Town,Marion,NY,US
2446727,"Massapequa Park, NY",Town,Massapequa Park,NY,US
2446734,"Massena, NY",Town,Massena,NY,US
2446775,"Mastic Beach, NY",Town,Mastic Beach,NY,US
2446926,"Mattituck, NY",Town,Mattituck,NY,US
2448964,"Medina, NY",Town,Medina,NY,US
2449279,"Melville, NY",Town,Melville,NY,US
2449980,"Mexico, NY",Town,Mexico,NY,US
2450301,"Middleburgh, NY",Town,Middleburgh,NY,US
2450331,"Middlesex, NY",Town,Middlesex,NY,US
2451215,"Millbrook, NY",Town,Millbrook,NY,US
2451335,"Miller Place, NY",Town,Miller Place,NY,US
2451437,"Millerton, NY",Town,Millerton,NY,US
2451683,"Millwood, NY",Town,Millwood,NY,US
2451932,"Mineola, NY",Town,Mineola,NY,US
2452617,"Modena, NY",Town,Modena,NY,US
2452699,"Mohawk, NY",Town,Mohawk,NY,US
2452721,"Mohegan Lake, NY",Town,Mohegan Lake,NY,US
2452740,"Moira, NY",Town,Moira,NY,US
2453357,"Montgomery, NY",Town,Montgomery,NY,US
2453452,"Monticello, NY",Town,Monticello,NY,US
2453557,"Montrose, NY",Town,Montrose,NY,US
2453646,"Mooers Forks, NY",Town,Mooers Forks,NY,US
2454335,"Morristown, NY",Town,Morristown,NY,US
2455444,"Mount Sinai, NY",Town,Mount Sinai,NY,US
2455496,"Mount Tremper, NY",Town,Mount Tremper,NY,US
2455614,"Mount Vision, NY",Town,Mount Vision,NY,US
2456351,"Munnsville, NY",Town,Munnsville,NY,US
2456991,"Napanoch, NY",Town,Napanoch,NY,US
2457020,"Naples, NY",Town,Naples,NY,US
2457093,"Narrowsburg, NY",Town,Narrowsburg,NY,US
2457217,"Nassau, NY",Town,Nassau,NY,US
2457832,"Nesconset, NY",Town,Nesconset,NY,US
2458177,"New City, NY",Town,New City,NY,US
2458615,"New Kingston, NY",Town,New Kingston,NY,US
2459098,"New Windsor, NY",Town,New Windsor,NY,US
2459267,"Newark, NY",Town,Newark,NY,US
2460090,"Niskayuna, NY",Town,Niskayuna,NY,US
2460608,"North Babylon, NY",Town,North Babylon,NY,US
2460802,"North Chittenango, NY",Town,North Chittenango,NY,US
2460851,"North Creek, NY",Town,North Creek,NY,US
2461178,"North Hudson, NY",Town,North Hudson,NY,US
2461583,"North Salem, NY",Town,North Salem,NY,US
2461705,"North Syracuse, NY",Town,North Syracuse,NY,US
2461718,"North Tonawanda, NY",Town,North Tonawanda,NY,US
2461986,"Northport, NY",Town,Northport,NY,US
2462528,"Nunda, NY",Town,Nunda,NY,US
2463427,"Oakfield, NY",Town,Oakfield,NY,US
2465160,"Old Westbury, NY",Town,Old Westbury,NY,US
2466052,"Orchard Park, NY",Town,Orchard Park,NY,US
2466187,"Orient, NY",Town,Orient,NY,US
2466194,"Orient Point, NY",Town,Orient Point,NY,US
2466232,"Oriskany, NY",Town,Oriskany,NY,US
2466697,"Otego, NY",Town,Otego,NY,US
2466867,"Ouaquaga, NY",Town,Ouaquaga,NY,US
2466996,"Ovid, NY",Town,Ovid,NY,US
2467178,"Oxford, NY",Town,Oxford,NY,US
2467529,"Painted Post, NY",Town,Painted Post,NY,US
2467589,"Palenville, NY",Town,Palenville,NY,US
2467641,"Palisades, NY",Town,Palisades,NY,US
2467843,"Palmyra, NY",Town,Palmyra,NY,US
2468302,"Parish, NY",Town,Parish,NY,US
2469360,"Pavilion, NY",Town,Pavilion,NY,US
2470264,"Penn Yan, NY",Town,Penn Yan,NY,US
2471216,"Philadelphia, NY",Town,Philadelphia,NY,US
2471372,"Phoenicia, NY",Town,Phoenicia,NY,US
2471385,"Phoenix, NY",Town,Phoenix,NY,US
2471962,"Pine Bush, NY",Town,Pine Bush,NY,US
2472233,"Pine Island, NY",Town,Pine Island,NY,US
2472338,"Pine Plains, NY",Town,Pine Plains,NY,US
2473095,"Piseco, NY",Town,Piseco,NY,US
2473272,"Pittsford, NY",Town,Pittsford,NY,US
2473609,"Plattsburgh, NY",Town,Plattsburgh,NY,US
2474130,"Pleasant Valley, NY",Town,Pleasant Valley,NY,US
2475339,"Port Byron, NY",Town,Port Byron,NY,US
2475350,"Port Chester, NY",Town,Port Chester,NY,US
2475374,"Port Ewen, NY",Town,Port Ewen,NY,US
2475675,"Portland, NY",Town,Portland,NY,US
2475768,"Portville, NY",Town,Portville,NY,US
2476014,"Poughquag, NY",Town,Poughquag,NY,US
2476023,"Pound Ridge, NY",Town,Pound Ridge,NY,US
2477407,"Putnam, NY",Town,Putnam,NY,US
2478612,"Randolph, NY",Town,Randolph,NY,US
2478785,"Rathbone, NY",Town,Rathbone,NY,US
2478851,"Ravena, NY",Town,Ravena,NY,US
2479465,"Red Rock, NY",Town,Red Rock,NY,US
2479705,"Redwood, NY",Town,Redwood,NY,US
2480236,"Rensselaerville, NY",Town,Rensselaerville,NY,US
2480531,"Rhinecliff, NY",Town,Rhinecliff,NY,US
2480976,"Richmondville, NY",Town,Richmondville,NY,US
2481097,"Ridge, NY",Town,Ridge,NY,US
2481649,"Ripley, NY",Town,Ripley,NY,US
2482070,"Riverhead, NY",Town,Riverhead,NY,US
2483135,"Rock Hill, NY",Town,Rock Hill,NY,US
2483244,"Rock Stream, NY",Town,Rock Stream,NY,US
2483245,"Rock Tavern, NY",Town,Rock Tavern,NY,US
2483408,"Rockland, NY",Town,Rockland,NY,US
2483564,"Rockville Centre, NY",Town,Rockville Centre,NY,US
2483724,"Rocky Point, NY",Town,Rocky Point,NY,US
2484260,"Rome, NY",Town,Rome,NY,US
2484466,"Roscoe, NY",Town,Roscoe,NY,US
2484816,"Rosendale, NY",Town,Rosendale,NY,US
2484937,"Roslyn Heights, NY",Town,Roslyn Heights,NY,US
2485102,"Rotterdam, NY",Town,Rotterdam,NY,US
2485871,"Rushford, NY",Town,Rushford,NY,US
2487290,"Salamanca, NY",Town,Salamanca,NY,US
2487380,"Salem, NY",Town,Salem,NY,US
2487504,"Salisbury Mills, NY",Town,Salisbury Mills,NY,US
2487617,"Salt Point, NY",Town,Salt Point,NY,US
2489900,"Scotia, NY",Town,Scotia,NY,US
2490075,"Scottsville, NY",Town,Scottsville,NY,US
2490189,"Sea Cliff, NY",Town,Sea Cliff,NY,US
2490250,"Seaford, NY",Town,Seaford,NY,US
2490640,"Selden, NY",Town,Selden,NY,US
2491592,"Shandaken, NY",Town,Shandaken,NY,US
2491733,"Sharon, NY",Town,Sharon,NY,US
2492248,"Shelter Island, NY",Town,Shelter Island,NY,US
2492390,"Sherburne, NY",Town,Sherburne,NY,US
2492452,"Sherman, NY",Town,Sherman,NY,US
2492505,"Sherrill, NY",Town,Sherrill,NY,US
2493026,"Shokan, NY",Town,Shokan,NY,US
2493087,"Shoreham, NY",Town,Shoreham,NY,US
2493392,"Sidney, NY",Town,Sidney,NY,US
2494713,"Slingerlands, NY",Town,Slingerlands,NY,US
2494740,"Sloatsburg, NY",Town,Sloatsburg,NY,US
2495543,"Sodus, NY",Town,Sodus,NY,US
2495663,"Somers, NY",Town,Somers,NY,US
2496539,"Newstead, NY",Town,Newstead,NY,US
2496717,"South Salem, NY",Town,South Salem,NY,US
2496905,"South Westerlo, NY",Town,South Westerlo,NY,US
2496957,"Southampton, NY",Town,Southampton,NY,US
2497308,"Sparkill, NY",Town,Sparkill,NY,US
2498528,"Springwater, NY",Town,Springwater,NY,US
2498699,"Staatsburg, NY",Town,Staatsburg,NY,US
2498844,"Stamford, NY",Town,Stamford,NY,US
2498946,"Stanfordville, NY",Town,Stanfordville,NY,US
2499608,"Stephentown, NY",Town,Stephentown,NY,US
2499949,"Stillwater, NY",Town,Stillwater,NY,US
2500480,"Stony Creek, NY",Town,Stony Creek,NY,US
2501155,"Stuyvesant, NY",Town,Stuyvesant,NY,US
2501340,"Sugar Loaf, NY",Town,Sugar Loaf,NY,US
2501759,"Summit, NY",Town,Summit,NY,US
2502884,"Swan Lake, NY",Town,Swan Lake,NY,US
2503329,"Sylvan Beach, NY",Town,Sylvan Beach,NY,US
2504068,"Tappan, NY",Town,Tappan,NY,US
2505578,"Theresa, NY",Town,Theresa,NY,US
2505967,"Thornwood, NY",Town,Thornwood,NY,US
2506175,"Thurston, NY",Town,Thurston,NY,US
2506743,"Tivoli, NY",Town,Tivoli,NY,US
2507027,"Tomkins Cove, NY",Town,Tomkins Cove,NY,US
2507725,"Treadwell, NY",Town,Treadwell,NY,US
2507939,"Triangle, NY",Town,Triangle,NY,US
2508324,"Truxton, NY",Town,Truxton,NY,US
2509534,"Ulster Park, NY",Town,Ulster Park,NY,US
2509571,"Unadilla, NY",Town,Unadilla,NY,US
2509996,"Unionville, NY",Town,Unionville,NY,US
2510319,"Upper Nyack, NY",Town,Upper Nyack,NY,US
2510639,"Valatie, NY",Town,Valatie,NY,US
2510785,"Valley Cottage, NY",Town,Valley Cottage,NY,US
2511827,"Vernon, NY",Town,Vernon,NY,US
2512685,"Vischer Ferry, NY",Town,Vischer Ferry,NY,US
2513016,"Wading River, NY",Town,Wading River,NY,US
2513018,"Wading River Landing, NY",Town,Wading River Landing,NY,US
2513184,"Wainscott, NY",Town,Wainscott,NY,US
2513336,"Walden, NY",Town,Walden,NY,US
2514008,"Walton, NY",Town,Walton,NY,US
2514036,"Walworth, NY",Town,Walworth,NY,US
2514503,"Warsaw, NY",Town,Warsaw,NY,US
2514956,"Washingtonville, NY",Town,Washingtonville,NY,US
2515016,"Water Mill, NY",Town,Water Mill,NY,US
2515080,"Waterford, NY",Town,Waterford,NY,US
2515251,"Watervliet, NY",Town,Watervliet,NY,US
2515288,"Watkins Glen, NY",Town,Watkins Glen,NY,US
2515594,"Wayland, NY",Town,Wayland,NY,US
2517052,"West Fulton, NY",Town,West Fulton,NY,US
2517171,"West Henrietta, NY",Town,West Henrietta,NY,US
2517230,"West Islip, NY",Town,West Islip,NY,US
2517332,"West Leyden, NY",Town,West Leyden,NY,US
2517485,"West Nyack, NY",Town,West Nyack,NY,US
2517600,"West Point, NY",Town,West Point,NY,US
2518253,"Westhampton Beach, NY",Town,Westhampton Beach,NY,US
2519252,"White Creek, NY",Town,White Creek,NY,US
2519799,"Whitesboro, NY",Town,Whitesboro,NY,US
2520911,"Williamstown, NY",Town,Williamstown,NY,US
2520932,"Williamsville, NY",Town,Williamsville,NY,US
2521320,"Willsboro, NY",Town,Willsboro,NY,US
2521764,"Windham, NY",Town,Windham,NY,US
2521859,"Windsor, NY",Town,Windsor,NY,US
2522084,"Wingdale, NY",Town,Wingdale,NY,US
2522879,"Woodbourne, NY",Town,Woodbourne,NY,US
2522940,"Woodbury, NY",Town,Woodbury,NY,US
2523942,"Worcester, NY",Town,Worcester,NY,US
2524199,"Wurtsboro, NY",Town,Wurtsboro,NY,US
2524208,"Wyandanch, NY",Town,Wyandanch,NY,US
2524226,"Wynantskill, NY",Town,Wynantskill,NY,US
2524549,"Yaphank, NY",Town,Yaphank,NY,US
2524924,"Yorktown Heights, NY",Town,Yorktown Heights,NY,US
2525059,"Youngstown, NY",Town,Youngstown,NY,US
23417807,"East Farmingdale, NY",Town,East Farmingdale,NY,US
23417808,"Fire Island, NY",Town,Fire Island,NY,US
23417818,"Sleepy Hollow, NY",Town,Sleepy Hollow,NY,US
23509230,"Bear Mountain, NY",Town,Bear Mountain,NY,US
23509233,"Brasher Falls, NY",Town,Brasher Falls,NY,US
26342953,"Clarkstown, NY",Town,Clarkstown,NY,US
28339772,"North Greenbush, NY",Town,North Greenbush,NY,US
28744451,"Lawrence, NY",Town,Lawrence,NY,US
28744458,"Cortlandville, NY",Town,Cortlandville,NY,US
28744525,"Grand Island, NY",Town,Grand Island,NY,US
28744550,"Dansville, NY",Town,Dansville,NY,US
28744822,"Ulysses, NY",Town,Ulysses,NY,US
28744952,"Kent, NY",Town,Kent,NY,US
28744967,"New Castle, NY",Town,New Castle,NY,US
28744972,"Minisink, NY",Town,Minisink,NY,US
28744975,"Wawayanda, NY",Town,Wawayanda,NY,US
28744999,"Tuxedo, NY",Town,Tuxedo,NY,US
2351479,"Aaronsburg, PA",Town,Aaronsburg,PA,US
2351521,"Abbottstown, PA",Town,Abbottstown,PA,US
2351614,"Abington, PA",Town,Abington,PA,US
2351759,"Acme, PA",Town,Acme,PA,US
2351958,"Adamstown, PA",Town,Adamstown,PA,US
2352484,"Akron, PA",Town,Akron,PA,US
2353178,"Aliquippa, PA",Town,Aliquippa,PA,US
2354204,"Ambridge, PA",Town,Ambridge,PA,US
2354935,"Annville, PA",Town,Annville,PA,US
2355232,"Apollo, PA",Town,Apollo,PA,US
2355570,"Archbald, PA",Town,Archbald,PA,US
2355695,"Ardmore, PA",Town,Ardmore,PA,US
2355817,"Aristes, PA",Town,Aristes,PA,US
2356143,"Arnold, PA",Town,Arnold,PA,US
2356655,"Ashley, PA",Town,Ashley,PA,US
2356833,"Aspers, PA",Town,Aspers,PA,US
2356842,"Aspinwall, PA",Town,Aspinwall,PA,US
2357340,"Audubon, PA",Town,Audubon,PA,US
2357885,"Avondale, PA",Town,Avondale,PA,US
2357927,"Avonmore, PA",Town,Avonmore,PA,US
2358778,"Bally, PA",Town,Bally,PA,US
2361085,"Bechtelsville, PA",Town,Bechtelsville,PA,US
2361181,"Bedford, PA",Town,Bedford,PA,US
2361891,"Belle Vernon, PA",Town,Belle Vernon,PA,US
2362681,"Bensalem, PA",Town,Bensalem,PA,US
2363105,"Bernville, PA",Town,Bernville,PA,US
2364434,"Birchrunville, PA",Town,Birchrunville,PA,US
2364511,"Birdsboro, PA",Town,Birdsboro,PA,US
2365566,"Bloomfield, PA",Town,Bloomfield,PA,US
2365682,"Blossburg, PA",Town,Blossburg,PA,US
2365748,"Blue Bell, PA",Town,Blue Bell,PA,US
2366141,"Boalsburg, PA",Town,Boalsburg,PA,US
2366343,"Boiling Springs, PA",Town,Boiling Springs,PA,US
2366943,"Boothwyn, PA",Town,Boothwyn,PA,US
2367526,"Bowmansville, PA",Town,Bowmansville,PA,US
2367769,"Brackenridge, PA",Town,Brackenridge,PA,US
2368461,"Breinigsville, PA",Town,Breinigsville,PA,US
2369347,"Bristol, PA",Town,Bristol,PA,US
2369652,"Brockway, PA",Town,Brockway,PA,US
2369683,"Brogue, PA",Town,Brogue,PA,US
